event_id,severity,source_location,observed,action,status,rationale
"O012-ADV-0369","P3","unit-027-lecture-027.md pre-admission draft","extension-by-zero prose used perpanjangan-based variants","normalize the noun and verb forms to perluasan dengan nol","resolved_before_admission","follows O012-TERM-0314"
"O012-ADV-0370","P3","unit-027-lecture-027.md pre-admission draft","two occurrences used the recognized but nonpreferred funktorial variant","normalize both occurrences to fungtorial","resolved_before_admission","keeps the preferred fungtor and fungtorialitas family consistent"
"O012-ADV-0371","P2","Notes.tex:5924-5937","Lecture 28 begins inside an example opened in Lecture 27","mark the continuation explicitly and preserve both reduction cases and the source example close","structural_adaptation","keeps the cross-unit example contiguous"
"O012-ADV-0372","P2","Notes.tex:5927,5951-5956","detection by a copy of R does not exclude the zero ring and omits dimension zero","choose nonzero coefficients for detection and close the zero-dimensional case separately","corrected_in_translation","each detection argument now has valid hypotheses"
"O012-ADV-0373","P2","Notes.tex:5961-5967","the valid excision arrow is vulnerable to reversal during adaptation","preserve j-star from relative cohomology of the original pair to that of the excised pair","direction_verified_in_translation","retains contravariance of the induced map"
"O012-ADV-0374","P1","Notes.tex:5973-5979","the source calls the relative-to-quotient direction induced by the quotient map","write q-star in the quotient-to-relative direction and label the reverse only as its inverse","corrected_in_translation","matches cohomological contravariance"
"O012-ADV-0375","P1","Notes.tex:5981-5983","the quotient theorem proof is replaced by a one-line external reference","supply the neighborhood triple exact sequence two excisions complement homeomorphism contraction and naturality argument","proof_completed_in_translation","makes the theorem independently learnable"
"O012-ADV-0376","P1","Notes.tex:6004-6013","the quotient denoted by a wedge symbol is incorrectly called a join","use baji or wedge sum while preserving the quotient construction","corrected_in_translation","names the actual topological operation"
"O012-ADV-0377","P1","Notes.tex:6025-6031","the infinite-family wedge claim omits the quotient-theorem hypotheses used in its proof","require a nonempty index set and closed well-pointed basepoints","hypothesis_repaired_in_translation","makes the coproduct-pair application valid"
"O012-ADV-0378","P1","Notes.tex:6025-6029","the left side of the wedge-cohomology formula omits its coefficient ring","restore R on both sides","corrected_in_translation","uses one consistent coefficient system"
"O012-ADV-0379","P1","Notes.tex:6043-6050","the cochain map induced by distinguished-simplex inclusion is reversed","define restriction from singular to simpleksial cochains and prove compatibility with differentials","corrected_in_translation","precomposition fixes the unique canonical direction"
"O012-ADV-0380","P1","Notes.tex:5969 (margin)","the source identifies X minus the empty set with X plus a disjoint basepoint","replace it with the pointed quotient convention X/emptyset equals X-plus","corrected_in_translation","separates set difference from quotient notation"
"O012-ADV-0381","P3","Notes.tex:5969,5985,6022","local typos and malformed skeleton notation obscure otherwise unchanged content","normalize the prose and restore the intended skeleton expression","corrected_in_translation","preserves the mathematics without typographic defects"
"O012-ADV-0382","P2","unit-028-lecture-028.md pre-admission draft","the wedge statement initially lacked nonemptiness and closed-basepoint hypotheses","add the exact hypotheses and prove the quotient theorem applies to the coproduct pair","resolved_before_admission","the independently reviewed statement is valid"
"O012-ADV-0383","P3","unit-028 source audit pre-admission draft","the reader's repair of the impossible empty-set convention was absent from the audit","record the source form and X/emptyset equals X-plus repair on both audit surfaces","resolved_before_admission","makes the semantic correction provenance-visible"
"O012-ADV-0384","P3","unit-028 audit and reader pre-admission draft","the audit conflated no TeX cite command with no bibliographic reference and the reader omitted Hatcher A.4","distinguish the census and restore both textual Hatcher references in reading order","resolved_before_admission","preserves source references accurately"
"O012-ADV-0385","P3","unit-028-lecture-028.md pre-admission draft","a sfera-detection claim preceded an explicit nonzero coefficient choice","separate the all-ring formula from each detection argument and choose nonzero R for detection","resolved_before_admission","does not ask the zero ring to distinguish dimensions"
"O012-ADV-0386","P3","unit-028-lecture-028.md pre-admission draft","sphere referents S^n used bola","normalize them to sfera while reserving bola for genuine balls","resolved_before_admission","follows the admitted sphere-versus-ball distinction"
"O012-ADV-0387","P3","unit-028-lecture-028.md pre-admission draft","one sentence retained the nonpreferred funktor spelling","normalize it to fungtor","resolved_before_admission","follows O012-TERM-0004"
"O012-ADV-0388","P3","unit-029 review and QA pre-admission draft","the initial stable-ID census omitted the root lecture ID o012-rbt-l29 and reported 48 IDs and eight headings","include the root ID and bind 49 unique IDs and nine headings in review QA and rendered HTML evidence","resolved_before_admission","prevents a valid machine-addressable lecture root from being silently dropped"
"O012-ADV-0389","P2","Notes.tex:6054-6122","the comparison diagrams and induced cohomology map run opposite to restriction along the distinguished-simplex inclusion","reverse the comparison arrows uniformly and state rho:C_sing^*(|X|;R)->C_Delta^*(X;R)","corrected_in_translation","restores contravariant functoriality across the naturality square relative fact theorem and corollary"
"O012-ADV-0390","P2","Notes.tex:6079-6090","the relative comparison uses ordinary sphere cohomology and an incorrectly oriented factor map","use reduced sphere cohomology and the pullback q_x^*:H~^n(S^n;R)->H^n(Delta^n,partial Delta^n;R)","corrected_in_translation","keeps the statement valid in degree zero and gives the quotient map its canonical contravariant direction"
"O012-ADV-0391","P2","Notes.tex:6097-6100","the one-sentence skeletal induction omits its base case relative isomorphisms exact diagram and Five-Lemma step","supply the zero-dimensional base case both relative maps the five consecutive exact terms and the explicit induction step","corrected_in_translation","closes the finite-dimensional comparison proof without changing its result"
"O012-ADV-0392","P2","Notes.tex:6102-6111","the infinite-dimensional case cites a filtered colimit without controlling the inverse-limit obstruction in cohomology","state stabilization in degrees k and k-1 and the vanishing of the Milnor lim^1 term","corrected_in_translation","provides the required cohomological passage from finite skeleta without assuming one finite subcomplex contains every singular simplex"
"O012-ADV-0393","P2","Notes.tex:6156-6177","the attachment index begins at n>=1 and therefore omits the one-cells attached to X_0","start the (n+1)-cell attachment step at n=0","corrected_in_translation","restores the full CW filtration"
"O012-ADV-0394","P2","Notes.tex:6196-6205","the compact-topological-manifold example overstates literal finite CW structure or triangulability","retain finite CW structure for compact smooth manifolds and state finite CW homotopy type for compact topological manifolds","corrected_in_translation","avoids a false unrestricted homeomorphism claim while preserving the intended example"
"O012-ADV-0395","P3","Notes.tex:6216-6228","the homotopy-category wording can be misread as allowing only maps that are homotopy equivalences","define morphisms as homotopy classes of maps of pairs","corrected_in_translation","gives hCW^(2) the intended morphism class"
"O012-ADV-0396","P2","Notes.tex:6240-6259","the excision axiom evaluates the functor on complement pairs that need not be CW pairs","restrict complement excision to genuine CW pairs and state the strong quotient-map formulation inside the category","corrected_in_translation","prevents application of the functor outside its declared domain"
"O012-ADV-0397","P3","Notes.tex:6053-6270","several coefficient omissions typographical errors and nonpreferred terms obscure the otherwise unchanged statements","restore coefficients and punctuation and normalize sfera perluasan fungtor fungtorial kealamian persegi and aditivitas","corrected_in_translation","preserves source meaning while making the Indonesian edition internally consistent"
"O012-ADV-0398","P2","Notes.tex:6273","a function constant on a small region is claimed to have many fixed points","replace it with a function equal to the identity on that region","corrected_in_translation","a constant function has at most one fixed point in the region whereas the identity supplies the intended example"
"O012-ADV-0399","P2","Notes.tex:6279-6301","the Brouwer argument omits the free-map contradiction hypothesis and writes the induced cohomology arrows in the wrong order using unreduced degree-zero cohomology","state the free-map hypothesis construct and verify the continuous outward retraction and use H~(S)->H~(D)->H~(S) contravariantly","corrected_in_translation","makes the retraction defined and the contradiction valid for n=1 while treating n=0 directly"
"O012-ADV-0400","P2","Notes.tex:6308","the stated characterization of a real-closed field omits that every positive element is a square","state ordering odd-degree-root and positive-square conditions before adjoining sqrt(-1)","corrected_in_translation","restores the standard characterization used by the algebraic-closure remark"
"O012-ADV-0401","P2","Notes.tex:6314-6316","the large-circle polynomial comparison is only informal and the conclusion says contraction instead of contradiction","choose R with sum_(j<n)|a_j|R^j<R^n and use the reverse triangle inequality along the straight-line homotopy","corrected_in_translation","proves the homotopy stays in C^times and yields the intended contradiction"
"O012-ADV-0402","P3","Notes.tex:6318","translation of the unit tangent vector can be misread as Euclidean translation","identify the operation as left translation in the circle group and retain v(x,y)=(-y,x)","clarified_in_translation","removes an ambiguity without changing the mathematics"
"O012-ADV-0403","P2","Notes.tex:6324-6329","the unit sphere in T_xS^n is conflated with S^n and degree is defined using ordinary cohomology which fails at n=0","distinguish the (n-1)-sphere in the tangent fibre from the ambient target sphere and define degree using reduced cohomology","corrected_in_translation","restores dimensions and makes degree uniform for all n>=0"
"O012-ADV-0404","P2","Notes.tex:6358-6362","the odd-dimensional tangent-field formula has terminal coordinate x_(2k=1) and claims v(x) dot x=1","use x_(2k-1) and verify v(x) dot x=0 and ||v(x)||=1 pairwise","corrected_in_translation","repairs both the coordinate typo and the tangency calculation"
"O012-ADV-0405","P3","Notes.tex:6297,6301,6324,6351,6356","funtor so such Sinc a truncated sentence and malformed S^n notation appear in the source","normalize the spelling prose and notation without changing content","corrected_in_translation","removes deterministic typographical defects"
"O012-ADV-0406","P2","unit-030-lecture-030.md pre-admission draft","the degree-multiplicativity solution wrote scalar multiplication as ed,u","write the scalar action as (ed)u","resolved_before_admission","expresses the product of degrees unambiguously and preserves contravariant composition"
"O012-ADV-0407","P3","Unit 30 independent review and QA pre-admission evidence","the initial stable-ID census omitted the unnumbered notice heading and lecture-root heading and reported 46 IDs and five headings","bind 47 unique explicit IDs across seven identified headings and 40 fenced semantic objects and verify all survive Pandoc conversion","resolved_before_admission","prevents two machine-addressable headings from being silently dropped while leaving the immutable reader unchanged"
"O012-ADV-0408","P2","algebraic_topology.tex:48-50","elements of pi_n are described as raw maps S^n to X with neither basepoints nor homotopy classes","state for n>=1 that pi_n(X,x_0) consists of based homotopy classes of based maps (S^n,s_0)->(X,x_0)","corrected_in_translation","restores the actual object represented by a homotopy-group element"
"O012-ADV-0409","P2","algebraic_topology.tex:52-60","affine independence is defined only for points in R^n while the following n-simplex is allowed in R^m","state v_0 through v_n in R^m with n<=m throughout the affine-independence and simplex definitions","corrected_in_translation","closes the ambient-dimension mismatch without narrowing the following simplex definition"
"O012-ADV-0410","P1","algebraic_topology.tex:70-102","the standard simplex ends at undefined e_N the barycentric-map type arrow is mapsto and the face definition drops v_0 and excludes i=0","use Delta^n=[e_0,...,e_n] type the barycentric map with an arrow to its target and define faces of [v_0,...,v_n] for 0<=i<=n","corrected_in_translation","repairs the indexing and types of the basic simplex constructions used by every later boundary formula"
"O012-ADV-0411","P2","algebraic_topology.tex:172-180,183-184,216-218","three model descriptions misidentify a discrete Delta-complex as a Delta-simplex label S^1 times S^1 as T^1 and write the RP^2 quotient relation in malformed syntax","name the discrete object a Delta-complex use T^2 and write D^2 modulo x equivalent to -x for every x in S^1","corrected_in_translation","keeps the three topological models and their dimensions unambiguous"
"O012-ADV-0412","P2","algebraic_topology.tex:347-390","the chain groups are declared only for n>=1 although C_0 is used immediately and the boundary family leaves degree zero untyped","define C_n^Delta for n>=0 define partial_n for n>=1 and set partial_0:C_0^Delta->0 equivalently C_-1^Delta=0","corrected_in_translation","type-closes the chain complex in every nonnegative degree"
"O012-ADV-0413","P3","algebraic_topology.tex:418,422-425,443-447","the boundary examples interchange e and sigma write sigma(sigma) for partial_2(sigma) and replace partial_1 by sigma_1","restore the simplex being restricted and use partial_2(sigma) and partial_1 consistently while retaining the source signs","corrected_in_translation","removes deterministic operator and variable slips without changing either boundary computation"
"O012-ADV-0414","P2","algebraic_topology.tex:497-505","a characteristic-map restriction is equated with -g even though the minus sign is a chain coefficient induced by orientation","keep the face restriction as the simplex map g and place the negative sign only on its contribution to the oriented boundary chain","corrected_in_translation","separates topological maps from formal integer combinations of oriented simplices"
"O012-ADV-0415","P1","algebraic_topology.tex:517-548","the only source proof of partial squared zero puts sigma in C_(n+1) while applying partial_n removes the same vertex index twice and loses the outer paired sum","apply proof repair FOM-U001-PR-001: take sigma in C_n and pair the two deletions for every p<q with coefficients (-1)^(p+q) and (-1)^(p+q-1)","proof_completed_in_translation","supplies a typed exhaustive cancellation proof for the foundational chain-complex identity"
"O012-ADV-0416","P1","algebraic_topology.tex:555-582","the source alternates among B_n=im(partial_n) B_(n+1) contained in Z_n H_n=Z_n/B_(n+1) and the standard homologous-cycle condition using B_n","normalize globally to B_n=im(partial_(n+1)) contained in Z_n H_n=Z_n/B_n and z_1-z_2 in B_n","corrected_in_translation","puts boundaries cycles homology and homologous classes in the same chain group with one consistent grading"
"O012-ADV-0417","P3","algebraic_topology.tex:571-577","an isolated chain diagram 0 to Z to Z^3 to Z^3 to 0 has no named space basis or maps beyond partial_2 and partial_1","preserve the exact displayed groups and arrows but label the diagram as an uncontextualized source artifact and do not infer a missing example","clarified_in_translation","retains source content without inventing mathematical provenance or matrices"
"O012-ADV-0418","P1","algebraic_topology.tex:610-613","H^1(X) is called the abelianization of pi_1(X) without a path-connected or basepoint hypothesis","state for path-connected X with x_0 in X that H_1(X;Z) is isomorphic to the abelianization of pi_1(X,x_0)","corrected_in_translation","replaces the false cohomology claim with the correctly typed first-homology statement and its hypotheses"
"O012-ADV-0419","P3","algebraic_topology.tex:43,52,67,154,263,271,273,282,337,427,583","deterministic spelling and truncated-prose defects occur in the introductory definitions examples and remarks","normalize the prose and mathematical nouns without altering any formula object or claim","corrected_in_translation","keeps the Indonesian reader fluent while preserving the source semantics and exact correction locators"
"O012-ADV-0420","P1","Fomberg Unit 001 pre-admission reader:634-637","the translated torus note called a face the image of a 2-simplex and thereby conflated V with its 1-simplex face restrictions","state that V has 2-simplex domain and that its faces are the three restrictions to 1-simplices","resolved_before_admission","preserves the type distinction among characteristic maps face restrictions and oriented chain coefficients"
"O012-ADV-0421","P2","Fomberg Unit 001 pre-admission reader:257-261,487-490,581-584","the clockwise source loop was called positively oriented and its repeated diagrams omitted the explicit direction","describe all three source occurrences as a clockwise directed loop without imposing an unsupported positive-orientation convention","resolved_before_admission","restores diagram-direction fidelity while leaving the zero boundary computation unchanged"
"O012-ADV-0422","P2","Fomberg Unit 001 pre-admission reader:292-300,332-344","two semantic diagram descriptions referred back to source arrows instead of spelling out the paired-edge directions","state every horizontal vertical and diagonal direction for the torus and every opposed boundary-edge direction for the projective-plane square","resolved_before_admission","makes the diagram function self-contained for readers and assistive technology"
"O012-ADV-0423","P2","Fomberg Unit 001 pre-admission reader:802-819","the corrected H_1 abelianization claim did not distinguish singular homology from the unit's newly defined simplicial homology","state the theorem first for singular H_1 and explicitly defer the identification with H_1^Delta to the later comparison theorem","resolved_before_admission","prevents a premature identification of two homology constructions while preserving the correct abelianization theorem"
"O012-ADV-0424","P3","Fomberg Unit 001 pre-admission reader:772-785","the homologous-cycle definition dropped the Delta superscript without declaring an abbreviation","write Z_n^Delta H_n^Delta and B_n^Delta throughout the definition","resolved_before_admission","keeps the current simplicial theory distinct from singular homology beginning at the next source cursor"
"O012-ADV-0425","P3","Fomberg Unit 001 pre-admission reader:176-178,417-419","two Indonesian phrases omitted the relational preposition in the face statement and used an unnatural literal plural for nonexamples","write every face from the simplex and describe the pair as examples that are not simplicial complexes","resolved_before_admission","improves natural Indonesian while retaining the exact mathematical content"
